TITULO_ORIGINAL;PUBLICO;ANO_LANCAMENTO;CLASSIFICACAO;GENEROS;ATORES_PRINCIPAIS;DIRETORES;PRODUTORAS
MIDWAY;134691;2019;14;Ação, Guerra, História;Ed Skrein, Patrick Wilson, Woody Harrelson, Luke Evans, Mandy Moore, Luke Kleintank, Dennis Quaid, Aaron Eckhart, Keean Johnson, Nick Jonas, 豊川悦司, 浅野忠信, Darren Criss, Brandon Sklenar, Jake Manley, 國村隼, Nobuya Shimamoto, Brennan Brown, Jake Weber, Alexander Ludwig, David Hewlett, Mark Rolston, Eric Davis, Kenny Leu, Rachael Perrell Fosket, Peter Shinkoda, James Carpinello, Tim Beckmann, Sarah Souza, Cameron Brodeur, Hiromoto Ida, Hiroaki Shintani, Russell Dennis Lewis, Geoffrey Blake, Mikaël Conde, Madison Roukema, Christie Brooke, Dustin Geiger, Jason Lee Hoy, Ellen Dubin, Jason New, Dean Schaller, Jacob Blair, Kayo Yasuhara, Rudolph Wallstrom, Matthew MacCaull, Philip Fu-Kang Wang, Johan Strombergsson-Denora, Nico DeCastris, Alexandre Dubois, Tyler Elliot Burke, Raphael Grosz-Harvey, Trevor Danielson, Agostino Michael Cimino, Takeshi Kurokawa, 加藤龍太, Garret Sato, Neil Girvan, Ellis Arch, Robert Crooks, Sean Colby, Kasey Ryne Mazak, Ryo Hayashida, Michael Chapman, Masahiro Tanikawa Masa Tani, Ryohei Arima, Hiro Kanagawa, Ken Takikawa, Leonardo Boudreau, Tony Nowicki, Yuta Takenaka, 白戸達也, Tyler Hall, Kyle Bougeno, David Dacosta, Kazuki Gonzalez-Adachi, Reyn Halford, Toyoaki Ito Leung, Halta Nonen, Adrian Spencer, James Hicks, Sebastian Pigott, Simon Pelletier-Gilbert, Philippe Verville, Shigeru Yabuta, Seunghwan Min, Christopher Tapia, Sangwon Jun, Motoo Taira, Ana Maria Lombo;Roland Emmerich;AGC Studios, Centropolis Entertainment, Street Entertainment, Entertainment One, Starlight Culture Entertainment Group, Shanghai RuYi Entertainment
THE LONG WALK;134362;2025;18;Ficção científica, Thriller, Terror;Cooper Hoffman, David Jonsson, Ben Wang, Tut Nyuot, Charlie Plummer, Garrett Wareing, Jordan Gonzalez, Joshua Odjick, Mark Hamill, Roman Griffin Davis, Judy Greer, Josh Hamilton, Noah de Mel, Daymon Wrightly, Jack Giffin, Thamela Mpumlwana, Keenan Lehmann, Dale Neri, Teagan Stark, Samuel Clark, Emmanuel Oderemi, Cameron MacConomy, Gabriel Daniels, Adam Hurtig, Marina Stephenson Kerr, Athena Barten, Leo King, Ruger Red Barnes, Steven Ratzlaff, Kevin McIntyre, Antonius Hackett, Sheaya Labiuk, Sharon Bajer, Toni Reimer, Laura Olafson, Carson Nattrass, David MacInnis, Kristen Sawatzky, Jake Kennerd, Alex de Sousa, Jeff Strome, Jacques Diack, Ava Darrach-Gagnon, Alan Castanga, Rawleigh Clements-Willis, Anders Strome, Robert Borges, Robert Love, BJ Verot, Chris MacMillan, Alex MacMillan, Tristan Carlucci, Paramvir Singh, Sage Cloud, Alec Carlos, Ryan Stelmaschuk, Thomas Sedor, James Durham, Richard Thomas, David Beakley, Bronson Cameron, Derek Poplawski, Maricar Faderon;Francis Lawrence;Lionsgate, Media Capital Technologies, Vertigo Entertainment, about:blank
THE BRUTALIST;133084;2024;18;Drama;Adrien Brody, Felicity Jones, Guy Pearce, Joe Alwyn, Raffey Cassidy, Stacy Martin, Isaach de Bankolé, Alessandro Nivola, Ariane Labed, Michael Epp, Emma Laird, Jonathan Hyde, Peter Polycarpou, Maria Sand, Salvatore Sansone, Zephan Amissah, Charlie Esoko, Orbán Levente, Benett Vilmányi, Peter Deutsch, Szőke Abigél, Daniel Washington, András Borgula, Páll Zsolt, Mészöly Anna, Hermányi Mariann, Nicholas Wittman, Robert Jackson, Peter Linka, Jeremy Wheeler, Stephen Saracco, Jaymes Butler, David Puskas, Laurent Winkler, Fátyol Hermina, Sztarenki Dóra, Natalie Shinnick;Brady Corbet;Brookstreet Pictures, Kaplan Morrison, Intake Films, Andrew Lauren Productions, Lipsync Productions, Richmond Pictures, Meyohas Studio, Carte Blanche, Pierce Capital Entertainment
MY LITTLE PONY - THE MOVIE;132947;2017;L;Família, Animação, Aventura, Fantasia;Tara Strong, Ashleigh Ball, Andrea Libman, Tabitha St. Germain, Cathy Weseluck, Emily Blunt, Michael Peña, Liev Schreiber, Taye Diggs, Zoe Saldaña, Kristin Chenoweth, Uzo Aduba, Sia, Rebecca Shoichet, Shannon Chan-Kent, Kazumi Evans, Mark Oliver, Max Martini, Adam Bengis, Nicole Oliver, Britt McKillip, Brian Dobson, Peter New, Michelle Creber, Michael Dobson, Sam Vincent;Jayson Thiessen;Lionsgate, DHX Media, Allspark Pictures, Allspark Animation
COLD STORAGE;132557;2026;18;Terror, Ficção científica, Comédia;Georgina Campbell, Joe Keery, Sosie Bacon, Vanessa Redgrave, Lesley Manville, Liam Neeson, Richard Brake, Aaron Heffernan, Ellora Torchia, Rob Collins, Justin Salinger, Gavin Spokes, Andrew Brooke, Darrell D'Silva, Lujza Richter, Nahel Tzegai, Clare Holman, Daniel Rigby, Valentina Popkova, Vanessa Popkova;Jonny Campbell;Pariah, StudioCanal UK, StudioCanal
DEATH WISH;132064;2018;18;Ação, Crime, Thriller, Drama;Bruce Willis, Vincent D'Onofrio, Dean Norris, Elisabeth Shue, Camila Morrone, Beau Knapp, Kimberly Elise, Len Cariou, Jack Kesy, Ronnie Gene Blevins, Kirby Bliss Blanton, Mike Epps, Ian Matthews, Nathaly Thibault, Christopher Tyson, Melantha Blackthorne, Dawn Ford, Moe Jeudy-Lamour, Stephanie Janusauskas, Jason Cavalier, Naomi Frenette, Luis Oliva, Kenny Wong, Mike Chute, Richard Esteras, Wendy Crewson, Stephen McHattie, Sway Calloway, Gerardo Lo Dico, Heather B., Kaniehtiio Horn, Andreas Apergis, Warona Setshwaelo;Eli Roth;Metro-Goldwyn-Mayer, Cave 76 Productions
RENAISSANCE: A FILM BY BEYONCÉ;130897;2023;12;Música, Documentário;"Beyoncé, JAŸ-Z, Blue Ivy Carter, Sir Carter, Rumi Carter, Kendrick Lamar, Tina Knowles, Larry Bourgeois, Laurent Bourgeois, Honey Balenciaga, Jonté Moaning, Darius Hickman, Carlos Irizarry, Diana Ross, Megan Thee Stallion, Hannah Douglass, Alana Wilhite, Agape Jerry, Trinity Joy, Rob Bynes, Jus't Chase, Alliya Janel, Nerita McFarlane, Zavion Brown, Aahkilah Cornelius, Amari Marshall, Ai Shimatsu, Brianna Pavon, Lisa Sainvil, Simone Alston, Kyndall Harris, Kevin ""Konkrete"" Davis Jr., Autumn Miller, Khirye Tyler, Crystal Torres, Diamond Johnson, Don Alford, Emily Bear, Katty Rodriguez, Chris Johnson, Tiffany Ryan, Kay Manée, Natalie Imani, Tyler Green, Michelle Williams, Kelly Rowland, LaTavia Roberson, LeToya Luckett, Cardi B, Tracee Ellis Ross, Teyana Taylor, Lil Nas X, Kevin JZ Prodigy, ChaCha Balenciaga, Kevin Aviance, Arca";Beyoncé;Parkwood Entertainment
ALL THE MONEY IN THE WORLD;130457;2017;12;Crime, História, Thriller, Drama;Michelle Williams, Mark Wahlberg, Christopher Plummer, Charlie Plummer, Romain Duris, Timothy Hutton, Charlie Shotwell, Andrew Buchan, Marco Leonardi, Giuseppe Bonifati, Nicolas Vaporidis, Andrea Piedimonte Bodini, Guglielmo Favilla, Adele Tirante, Stacy Martin, Maya Kelly, Anna Devlin, Kit Cranston, Stanley Treshansky, Ginevra Migliore, Josie Sayers, Olivia Grant, Charlotte Beckett, Roy McCrerey, Giulio Base, Nicola Di Chio, Alessandra Roca, Francesca Inaudi, Francesco Bomenuto, غسان مسعود, Clive Wood, Jonathan Aris, Oliver Ryan, Cherise Silvestri, Enzo Attanasio, Monica Nappo, Gino Nardella, Chantal Ughi, Riccardo De Torrebruna, David Brooks, Giannina Facio;Ridley Scott;Imperative Entertainment, Lotus Production, Redrum Films, Panorama Films, TriStar Pictures, Scott Free Productions
STAR WARS: EPISODE III - REVENGE OF THE SITH;130112;2005;10;Aventura, Ação, Ficção científica;Hayden Christensen, Ewan McGregor, Natalie Portman, Ian McDiarmid, Samuel L. Jackson, Jimmy Smits, Frank Oz, Anthony Daniels, Christopher Lee, Keisha Castle-Hughes, Silas Carson, Jay Laga'aia, Bruce Spence, Wayne Pygram, Temuera Morrison, David Bowers, Oliver Ford Davies, Ahmed Best, Rohan Nichol, Jeremy Bulloch, Amanda Lucas, Kenny Baker, Peter Mayhew, Rebecca Jackson Mendoza, Joel Edgerton, Bonnie Piesse, Jett Lucas, Tux Akindoyeni, Matt Rowan, Kenji Oates, Amy Allen, Bodie Taylor, Graeme Blundell, Trisha Noble, Claudia Karvan, Keira Wingate, Hayley Mooy, Sandi Finlay, Katie Lucas, Genevieve O'Reilly, Warren Owens, Kee Chan, Rena Owen, Christopher Kirby, Matthew Wood, Kristy Wright, Coinneach Alexander, Olivia McCallum, Michael Kingma, Axel Dench, Steven Foy, Julian Khazzouh, James Rowland, David Stiff, Robert Cope, George Lucas, Nick Gillard, Aidan Barton, James Earl Jones, Ben Cooke, David Acord, Paul Bateman, Ross Beadman, Jerome St. John Blake, Robert M. Bouffard, Jill Brooks, Gene Bryant, Josh Canning, Dominique Chionchio, Rob Coleman, Fay David, Caroline de Souza Correa, Malcolm Eager, Nina Fallon, Tim Gibbons, Roger Guyett, Chantal Harrison, Philip Harvey, Pablo Hidalgo, Ali Keshavji, Shaun R.L. King, Goran D. Kleut, John Knoll, Gervais Koffi, John M. Levin, Janet Lewin, Bai Ling, Dean Mitchell, Paul James Nicholson, Blake Nickle, Denise Ream, Anthony Reyna, Christopher Rodriguez, Hamish Roxburgh, Mike Savva, Jacqui Louez Schoorl, Lisa Shaunessy, Orli Shoshan, John Sigurdson, Christian Simpson, Paul Spence, Suzie Steen, Richard Stride, Marty Wetherill, Aaliyah Williams, Masa Yamaguchi, Matt Sloan, Paul Davies, Marton Csokas, Lawrence Foster, Mimi Daraphet;George Lucas;Lucasfilm Ltd.
A VIDA INVISÍVEL;129546;2019;16;Drama;Carol Duarte, Julia Stockler, Fernanda Montenegro, Gregório Duvivier, Bárbara Santos, Flávia Gusmão, António Fonseca, Maria Manoella, Cristina Pereira, Nikolas Antunes, Cláudio Gabriel, Flávio Bauraqui, Gillray Coutinho, Alexandre Paz, Andressa Cabral, Eduardo Tornaghi, Fernando Ceylão, Hugo Cruz, Lumi Kin, Luana Xavier, Marcello Melo, Maria Carolina Basílio, Márcio Vito, Natália Caruso, Pablo Pêgas, Rafael Raposo, Izak Dahora, Roberto Filho, Samuel Toledo, Shirley Cruz, Sônia Cardoso, Thales Miranda, Nelson Ferreira, Ismar Martins, Carrique, Lidiane Oliveira, Roberto Souza, Esther Elizabeth, Tamires Nascimento, Remo Trajano, Ana Isabel Cartaxo, Bettina Druck, Marina Manuela;Karim Aïnouz;RT Features, Pola Pandora Filmproduktions, Canal Brasil, Sony Pictures Entertainment Brazil, Naymar
AMSTERDAM;129130;2022;16;Mistério, Comédia, Drama;Christian Bale, Margot Robbie, John David Washington, Alessandro Nivola, Andrea Riseborough, Anya Taylor-Joy, Chris Rock, Matthias Schoenaerts, Michael Shannon, Mike Myers, Taylor Swift, Timothy Olyphant, Zoe Saldaña, Rami Malek, Robert De Niro, Mel Fair, Vaughn Page, Bonnie Hellman, Max Perlich, Ed Begley Jr., Jessica Drake, Colleen Camp, Gabé Doppelt, Lauren Shaw, Brandon Davis, Casey Biggs, Dey Young, Sean Avery, Gigi Bermingham, André Tardieu, Casey Graf, Rebecca Wisocky, Daniel Riordan, Steven Hack, Floyd Armstrong, Leonard A. Tucker Jr., Baxter Humby, Richie Harrington, John Pirkis, Shedell, Kindsey Vaughn, Beth Grant, Christopher Gehrman, Shiree Nelson, Tom Irwin, Leland Orser, David Babbitt, Mike Azevedo, Martin Harris, Christopher Kager, Donovan Hurst, Jarrett Johnson, Kawan DeBose, Deon Sams, Richard Harrington, Homer Aguilar, Dalila Ali Rajah, Chase Arrington, Vincent M. Biscione, Andrew Constantini, Raphael Corkhill, Timothy Donovan, Susan Gray, Adolf Hitler, Mathew Trent Hunnicutt, James Hunter, Valeria Malikova, Luke Matheis, Benito Mussolini, Eloho Josephine Okujeni, Alef Orixa, Stefan Sharpe, Adam G. Simon, Kalina Vanska, Max David Weinberg, Mark Winn;David O. Russell;DreamCrew, Keep Your Head Productions, Corazon Camera, New Regency Productions, Regency Enterprises
RETURN TO SILENT HILL;128443;2026;16;Mistério, Drama, Terror;Jeremy Irvine, Hannah Emily Anderson, Evie Templeton, Pearse Egan, Nicola Alexis, Robert Strange, Emily Carding, Eve Macklin, Lara Duru, Karya Duru, Alana Maria, Howard Saddler, Martine Richards, Matteo Pasquini, Melissa Graham, Rhiannon Moushall, Slaviša Ivanović, Adam Basil, Tamara Ristoska, Giulia Pelagatti, Ljiljana Velimirov, Jasper Salon, Sandy E. Scott, Marija Milicevic, Anastasija Kanazarevic, Ana Obradovic, Ljudmila Korobova, Masa Anic;Christophe Gans;Konami, Davis Films, Ashland Hill Media Finance, Supernix, WIP, Richmond Pictures, Lipsync Productions, Electric Shadow Company
THE TURNING;128128;2020;14;Terror, Thriller;Mackenzie Davis, Finn Wolfhard, Brooklynn Prince, Mark Huberman, Niall Greig Fulton, Kim Adis, Joely Richardson, Denna Thomsen, Barbara Marten, Karen Egan, Darlene Garr;Floria Sigismondi;DreamWorks Pictures, Vertigo Entertainment, Reliance Entertainment, Chislehurst Entertainment
GOING IN STYLE;127348;2017;14;Crime, Comédia;Morgan Freeman, Michael Caine, Alan Arkin, Ann-Margret, John Ortiz, Peter Serafinowicz, Joey King, Kenan Thompson, Matt Dillon, Christopher Lloyd, Josh Pais, Maria Dizzia, Ashley Aufderheide, Seth Barrish, Siobhan Fallon Hogan, Jeremy Bobb, Richie Moriarty, Jorge Chapa, Anthony Chisholm, Gillian Glasco, Jeremy Shinder, Nick Cordero, Barbara Ann Davison, Jojo Gonzalez, Precious Sipin, Meredith Antoian, Annabelle Chow, Nancy Sun, Jessica Pérez, Marlon Perrier, Kenneth Maharaj, Lulu Picart, Tony Arrigo, Kieran Clark, Lolita Foster, Frank Anello, Nick Austin, Aaron Ayhan, Matt Ballard, Tommy Bayiokos, James Brickhouse, José Báez, Chris Carfizzi, Katlyn Carlson, Nancy Castro, Marc Chouen, Frisco Cosme, Gina Diaz, Bella DiDomenico, Joe Remy Dolinsky, Ratnesh Dubey, Laren England, A.J. Franklin, Olli Haaskivi, Pete Hogan, Lyssa Mandel, Dillon Mathews, Doris McCarthy, Longmore Mikhala, Leslie C. Nemet, Melanie Nicholls-King, Katrina E. Perkins, Jen Ponton, Eddie Sellner, Guy Sparks, Mark St. Cyr, Janet Stanwood, Arthur Swain, Linden Tailor, Aly Tricarico, Richard Zavaglia, Lisa Zebrowski, James Zeiss, Parker James Fullmore, Chase Anderson, David E. Jenkins Jr.;Zach Braff;Village Roadshow Pictures, New Line Cinema, De Line Pictures, RatPac Entertainment
O PALESTRANTE;126728;2022;14;Comédia, Drama;Fábio Porchat, Dani Calabresa, Antonio Tabet, Otávio Müller, Paulo Vieira, Miá Mello, Maria Clara Gueiros, Rodrigo Pandolfo, Letícia Lima, Evandro Mesquita, Débora Lamm, Ernani Moraes, Camillo Borges, Bruce Brandão, Leila Savary, Luciano Vidigal, Simone Mazzer, Hilton Castro, Saulo Arcoverde, Breno De Filippo, Giulia Sarmet, Raul Labancca, Douglas Cordeiro, Danilo Gentili;Marcelo Antunez;Camisa Listrada
EU SOU MAIS EU;126311;2019;L;Comédia;Kéfera Buchmann, Giovanna Lancellotti, Flávia Garrafa, João Côrtes, Arthur Kohl, André Lamoglia;Pedro Amorim;Damasco Filmes
THE NIGHT HOUSE;126137;2021;14;Terror, Mistério;Rebecca Hall, Sarah Goldberg, Vondie Curtis-Hall, Evan Jonigkeit, Stacy Martin, David Abeles, Christina Jackson, Patrick Klein, Crystal Swann, Catherine Weidner, Laura Austin, Jacob Garrett White, Samantha Buck, Lydia Hand, Lea Enslin, Amy Zubieta, Allie McCulloch, Andy Rich, Amber Anne, Derek M. Puma, Dannielle Rose;David Bruckner;Phantom Four, Anton
THE RUNNING MAN;125962;2025;18;Ação, Thriller, Ficção científica;Glen Powell, William H. Macy, Lee Pace, Michael Cera, Emilia Jones, Daniel Ezra, Jayme Lawson, Sean Hayes, Katy O'Brian, Colman Domingo, Josh Brolin, Karl Glusman, David Zayas, Martin Herlihy, Danny McCarthy, Angelo Gray, Alyssa Benn, Sienna Benn, Greg Townley, Joey Ansah, James Frecheville, Alex Hoeffler, Julia Cumming, Chris Rogers, Tom Crowhurst, Reomy D. Mpeho, Michael Mears, Robert Eades, Lee Charles, Simon Haines, Billy Clements, Shelley Conn, Thalía Dudek, Nicholas Richardson, Law X, Tom Mackley, George Carroll, Catherine Cohen, Debi Mazar, Noah Ritter, Emma Sidi, Malcolm Atobrah, Georgia Goodman, John Paul Wagner, Russell Hicks, John Addison, Clarisse Encontre, Dylan Moore, Joshua Moore, Kaya Slawecka, Derek Miller, Sophie Simnett, Mason Houltram, Hannah McClean, Roshani Abbey, Rich Hall, Henry Miller, Michael Bacall, Suzanne Prescott, Oluniké Adeliyi, Jaya Griffith, Bill O'Neill, Chi Lewis-Parry, Charley Palmer Rothwell, Bebe Cave, Corey Johnson, Will O'Donnell, Mark Heenehan, Alex Neustaedter, Boe Radley, Jack Johnson, Sandra Dickinson, Renée Lamb, Brandon Burke, Graeme Dalling, Tadhg Murphy, Miles Ley, Ada Player, James Austin Johnson, Alice Bennett;Edgar Wright;Paramount Pictures, Complete Fiction, Genre Films, Domain Entertainment
PAST LIVES;125445;2023;Não Informado;Drama, Romance;Greta Lee, Teo Yoo, John Magaro, Moon Seung-ah, Leem Seung-min, 윤지혜, 최원영, 안민영, Seo Yeon-woo, 장기하, 신희철, 박준혁, Jack Alberts, Jane Yubin Kim, Noo Ri Song, Si Ah Jin, Yoon Seo Choi, 황승언, Jojo T. Gibbs, Emily Cass McDonnell, Federico Rodriguez, Conrad Schott, Kristen Sieh, Oge Agulué, Chase Sui Wonders, Isaac Powell;Celine Song;A24, Killer Films, 2AM, CJ ENM
ALL FUN AND GAMES;124891;2023;16;Terror, Thriller;Asa Butterfield, Natalia Dyer, Benjamin Evan Ainsworth, Laurel Marsden, Annabeth Gish, Kolton Stewart, Summer H. Howell, Erik Athavale, Matthew Lupu, Shylo Molina, Zoe Fish, Annelise Pollmann, Sydney Sabiston, Maclean Fish, Marina Stephenson Kerr, Keishon Joseph, Logan Creran, Eva Ariel Binder;Ari Costa, Eren Celeboglu;Anton, AGBO
OPERATION FORTUNE: RUSE DE GUERRE;124720;2023;14;Ação, Comédia, Thriller, Aventura;Jason Statham, Aubrey Plaza, Cary Elwes, Hugh Grant, Josh Hartnett, Bugzy Malone, Eddie Marsan, Peter Ferdinando, Nicholas Facey, Lourdes Faberes, Ian Bartholomew, Sam Douglas, Ergun Kuyucu, Tom Rosenthal, Oliver Maltman, Parker Sawyers, Tim Seyfi, Ayhan Eroğlu, Savaş Ak, Matthew Hawksley, Max Beesley, Aksel Üstün, Zehra Karadağ, Oleksandra Zharikova, Mishel Lazarenko, Bensu Uğur, Merve Akman, Ozan Ayhan, Doğan Barış Yaşar, Eugenia Kuzmina, Bestemsu Özdemir, Kerim Pehlivan, Conor MacNeill, Vincent Wang, Begzat Ergeshov, Kaan Urgancıoğlu, Çağdaş Agun, Gökhan Demirbaş, Antonio Bustorff, Joshua Flickema, Amy Jackson, Sinan Yildiz;Guy Ritchie;Miramax, STXfilms, Toff Guy Films
MILE 22;124480;2018;14;Ação, Thriller;"Mark Wahlberg, Lauren Cohan, Iko Uwais, John Malkovich, Ronda Rousey, Terry Kinney, Carlo Alban, Emily Skeggs, Sam Medina, Poorna Jagannathan, CL, Natasha Goubskaya, Keith Arthur Bolden, Jenique Hendrix, Billy Smith, Myke Holmes, Brandon Scales, Peter Berg, Elle Graham, Nikolai Nikolaeff, Ariel Felix, Tom Astor, Kate Rigg, Lourdes Perea, Tatiana Ronderos, David Garelik, Alla Greene, Vince Canlas, Sean Avery, Mark Freeman Schotz, Scott Kasson, Anthony ""Ace"" Thomas, Tory Bryant, Rafael Alfredo Caviedes Silva, Juan Carlos Henao Jimenez, Guillermo Ramirez Navia, Dale Zaboroskie, Dwayne A. Dorsey, Esteban Santos, Amanda Cabigting, Cedric Gervais, Trevor Gretzky, Rich Rutherford, Breeanna N. Jackson, Artem Lyashenko, Tetyana Nickell, Vailana Antonucci, Stuart M. Besser, Ricardo Martinez, Juan Carlos Ortega, Isabella Garcia, Alexandra Vino, Lateef Crowder, Kevin J. O'Connor, Raven Wynn, Michelle Cabalu";Peter Berg;STXfilms, Closest to the Hole Productions, Film 44, The Hideaway Entertainment, Huayi Brothers Pictures 浙江华谊兄弟影业, Tang Media Productions, Leverage Entertainment
HAROLD AND THE PURPLE CRAYON;124016;2024;L;Família, Comédia, Aventura, Fantasia;Zachary Levi, Lil Rel Howery, Zooey Deschanel, Benjamin Bottani, Tanya Reynolds, Jemaine Clement, Alfred Molina, Pete Gardner, Camille Guaty, Ravi Patel, Zele Avradopoulos, Boston Pierce, Salathiel Murphy, Vartan, Brisco De Poalo, Lauren Halperin, Seth Zane Robbins, Catherine Davis, Michael Lee Kimel, Grace Junot, Jef Holbrook, Mallory Hoff, Elizabeth Becka, Phil Ortiz, Mason Douglas, Jasmine Thomas, Dijon, Theresa O'Shea, Baby Dro, Avangeline Friedlander, Devin Deangelo Mckay, Steven McCormack, Carolyn Emeric, Hillary Harley, Wes Jetton, Jennifer Chung, TJ Jackson, Stephanie Dunnam, Elizabeth Carlile, Danny Vinson, Eliza Khalil, Dajalynn Sanchez, Prescott Morgan, Patrice Fisher, Caleb Black, Brady Ryan, John Mullins, Gerard Catus, Kermit Rolison, Mike Benitez;Carlos Saldanha;Davis Entertainment, Columbia Pictures, TSG Entertainment
LA ODISEA DE LOS GILES;123360;2019;12;Comédia, Thriller;Ricardo Darín, Luis Brandoni, Chino Darín, Verónica Llinás, Daniel Aráoz, Carlos Belloso, Rita Cortese, Andrés Parra, Marco Antonio Caponi, Guillermo Jacubowicz, Alejandro Gigena, Ailín Zaninovich, Luciano Cazaux, Federico Berón;Sebastián Borensztein;K & S Films, Kenya Films, Mod Producciones, TVE, Telefe, INCAA, Cine Argentino
JUDY;122911;2019;14;Drama, História, Música;Renée Zellweger, Jessie Buckley, Finn Wittrock, Rufus Sewell, Michael Gambon, Richard Cordery, Royce Pierreson, Darci Shaw, Andy Nyman, Daniel Cerqueira, Bella Ramsey, Lewin Lloyd, Tom Durant-Pritchard, John Dagleish, Adrian Lukis, Gemma-Leah Devereux, Gus Barry, Jodie McNee, Gus Brown, Matt Nalton, Bentley Kalu, Martin Savage, Phil Dunster, Gaia Weiss, Lucy Russell, John Mackay, Natasha Powell, Bradley Banton, Ed Stoppard, David Shields, Tim Ahern, Peter Forbes, Arthur McBain, David Rubin, Anthony Shuster, Alistair Cope, Jack Jagodka, Fenella Woolgar, Brontë Lavine, Emily Warner, Flora Dawson, Gillian Parkhouse, Jennifer Davison, Jenny Wickham, Joelle Dyson, Lucy Carter, Rebecca Fennelly, Sam Wingfield, Robert Ryan, Jonathan Cheetham;Rupert Goold;Pathe, BBC Film, Ingenious Media, Calamity Films
COUNTDOWN;122852;2019;14;Terror, Thriller;Elizabeth Lail, Jordan Calloway, Talitha Eliana Bateman, Peter Facinelli, Dillon Lane, Matt Letscher, Tom Segura, Lana McKissack, Anne Winters, Tichina Arnold, P.J. Byrne, Valente Rodriguez, Louisa Abernathy, Charlie McDermott, Jonny Berryman, Cornell Adams, John Bishop, Jeannie Elise Mai, Allen Zwolle, Chuck Filipov, Ramsay Philips, Britt Rentschler, Candice Daniels, Marisela Zumbado, Nathan Moore, Anne McCarthy, Christina Pazsitzky, Brian Tran, Alexander Dominguez, Lisa Linke, Andrea Anders, John Barbolla, Sammi Hanratty, Willow Hale, Mariano Mendoza, Austin Zajur, Kevin William Paul;Justin Dec;Wrigley Pictures, Universal Pictures, STXfilms
PLUFT, O FANTASMINHA;122735;1962;Não Informado;Família, Comédia, Fantasia;Dirce Migliaccio, Nelson Dantas, Arrelia, Zélia de Matos, Kalma Murtinho, Benito Rodrigues, Renato Consorte, Waldir Maia, Haroldo Costa, Fábio Sabag, Geraldo Casé, Eugênio Hirsch, Edgar Paranhos, Vinicius de Moraes, Antônio Carlos Jobim, Paulo Mendes Campos, Lúcio Rangel, Sérgio Ricardo;Romain Lesage;Cinecastro
